id,catalog_number,description,product_substitutions
149028,23A50H56,DODGE 23A50H56 23A50H56 TIGEAR-2 REDUCER,none
149027,23A07H14WP,DODGE 23A07H14WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
149026,23S07H,DODGE 23S07H 23S07H TIGEAR-2 REDUCER,none
149025,20S20HWP,DODGE 20S20HWP TIGEAR-2 REDUCER W/ WHITE PAINT,none
149024,20A25H14WP,DODGE 20A25H14WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
149023,20S10H,DODGE 20S10H 20S10H TIGEAR-2 REDUCER,none
149022,17S30HWP,DODGE 17S30HWP TIGEAR-2 REDUCER W/ WHITE PAINT,none
149021,17S20H,DODGE 17S20H 17S20H TIGEAR-2 REDUCER,none
149020,17A30H56WP,DODGE 17A30H56WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
149019,15A15H56,DODGE 15A15H56 15A15H56 TIGEAR-2 REDUCER,none
149018,13A10H56,DODGE 13A10H56 13A10H56 TIGEAR-2 REDUCER,none
149017,13A60H56,DODGE 13A60H56 13A60H56 TIGEAR-2 REDUCER,none
149016,47A30R18,DODGE 47A30R18 47A30R18 TIGEAR-2 REDUCER,none
149015,47S25LWP,DODGE 47S25LWP TIGEAR-2 REDUCER W/ WHITE PAINT,none
149014,47S07LRWP,DODGE 47S07LRWP TIGEAR-2 REDUCER W/ WHITE PAINT,none
149013,47A15L21WP,DODGE 47A15L21WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
149012,47S15LR,DODGE 47S15LR 47S15LR TIGEAR-2 REDUCER,none
149011,40S60R,DODGE 40S60R 40S60R TIGEAR-2 REDUCER,none
149010,40S30R,DODGE 40S30R 40S30R TIGEAR-2 REDUCER,none
149009,40A15L18WP,DODGE 40A15L18WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
149008,40S40RWP,DODGE 40S40RWP TIGEAR-2 REDUCER W/ WHITE PAINT,none
149007,40A50LR18WP,DODGE 40A50LR18WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
149006,40A30R18WP,DODGE 40A30R18WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
149005,40A50LR18,DODGE 40A50LR18 40A50LR18 TIGEAR-2 REDUCER,none
149004,40A07L25,DODGE 40A07L25 40A07L25 TIGEAR-2 REDUCER,none
149003,35S40LWP,DODGE 35S40LWP TIGEAR-2 REDUCER W/ WHITE PAINT,none
149002,35S30LRWP,DODGE 35S30LRWP TIGEAR-2 REDUCER W/ WHITE PAINT,none
149001,35S10LRWP,DODGE 35S10LRWP TIGEAR-2 REDUCER W/ WHITE PAINT,none
149000,35A25LR18,DODGE 35A25LR18 35A25LR18 TIGEAR-2 REDUCER,none
148999,35A40L14WP,DODGE 35A40L14WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148998,35A10LR14WP,DODGE 35A10LR14WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148997,35A07L14WP,DODGE 35A07L14WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148996,35A20L18WP,DODGE 35A20L18WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148995,35S07L,DODGE 35S07L 35S07L TIGEAR-2 REDUCER,none
148994,35A10L18,DODGE 35A10L18 35A10L18 TIGEAR-2 REDUCER,none
148993,35A60LR14,DODGE 35A60LR14 35A60LR14 TIGEAR-2 REDUCER,none
148992,35A05L18,DODGE 35A05L18 35A05L18 TIGEAR-2 REDUCER,none
148991,30S60LRWP,DODGE 30S60LRWP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148990,30S25LRWP,DODGE 30S25LRWP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148989,30A20R18WP,DODGE 30A20R18WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148988,30A60L56WP,DODGE 30A60L56WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148987,30A40L56WP,DODGE 30A40L56WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148986,30A07L18WP,DODGE 30A07L18WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148985,30A20L18,DODGE 30A20L18 30A20L18 TIGEAR-2 REDUCER,none
148984,30A10L14,DODGE 30A10L14 30A10L14 TIGEAR-2 REDUCER,none
148983,30S30R,DODGE 30S30R 30S30R TIGEAR-2 REDUCER,none
148982,30A50LR14,DODGE 30A50LR14 30A50LR14 TIGEAR-2 REDUCER,none
148981,30A30L14,DODGE 30A30L14 30A30L14 TIGEAR-2 REDUCER,none
148980,26A25R14,DODGE 26A25R14 26A25R14 TIGEAR-2 REDUCER,none
148979,26S10LWP,DODGE 26S10LWP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148978,26S50LWP,DODGE 26S50LWP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148977,26A60LR14WP,DODGE 26A60LR14WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148976,26A40LR14WP,DODGE 26A40LR14WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148975,26A25LR14WP,DODGE 26A25LR14WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148974,26A15L18WP,DODGE 26A15L18WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148973,26A05R18,DODGE 26A05R18 26A05R18 TIGEAR-2 REDUCER,none
148972,17BRACKETWP,DODGE 26S07LR 26S07LR TIGEAR-2 REDUCER,none
148971,23A60R56,DODGE 23A60R56 23A60R56 TIGEAR-2 REDUCER,none
148970,23A30R14,DODGE 23A30R14 23A30R14 TIGEAR-2 REDUCER,none
148969,23S60LRWP,DODGE 23S60LRWP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148968,23S50LRWP,DODGE 23S50LRWP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148967,23S20LRWP,DODGE 23S20LRWP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148966,23A60LR56WP,DODGE 23A60LR56WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148965,23A07L18WP,DODGE 23A07L18WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148964,23A25R14WP,DODGE 23A25R14WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148963,23A15R14WP,DODGE 23A15R14WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148962,23A05R56,DODGE 23A05R56 23A05R56 TIGEAR-2 REDUCER,none
148961,23S07L,DODGE 23S07L 23S07L TIGEAR-2 REDUCER,none
148960,23S15L,DODGE 23S15L 23S15L TIGEAR-2 REDUCER,none
148959,20S30R,DODGE 20S30R 20S30R TIGEAR-2 REDUCER,none
148958,20S20LR,DODGE 20S20LR 20S20LR TIGEAR-2 REDUCER,none
148957,20S05RWP,DODGE 20S05RWP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148956,20A20LR56WP,DODGE 20A20LR56WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148955,20A15L14WP,DODGE 20A15L14WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148954,20A07LR14WP,DODGE 20A07LR14WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148953,20S10R,DODGE 20S10R 20S10R TIGEAR-2 REDUCER,none
148952,20A50L56,DODGE 20A50L56 20A50L56 TIGEAR-2 REDUCER,none
148951,20A20LR56,DODGE 20A20LR56 20A20LR56 TIGEAR-2 REDUCER,none
148950,17A25LR56,DODGE 17A25LR56 17A25LR56 TIGEAR-2 REDUCER,none
148949,17A05R56,DODGE 17A05R56 17A05R56 TIGEAR-2 REDUCER,none
148948,17S60LWP,DODGE 17S60LWP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148947,17S25LWP,DODGE 17S25LWP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148946,17A60LR56,DODGE 17A60LR56 17A60LR56 TIGEAR-2 REDUCER,none
148945,17A05L14,DODGE 17A05L14 17A05L14 TIGEAR-2 REDUCER,none
148944,17A40R56WP,DODGE 17A40R56WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148943,17A20LR14WP,DODGE 17A20LR14WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148942,17A10R56WP,DODGE 17A10R56WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148941,15S30LWP,DODGE 15S30LWP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148940,15A20R56WP,DODGE 15A20R56WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148939,15S10LRWP,DODGE 15S10LRWP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148938,15S50R,DODGE 15S50R 15S50R TIGEAR-2 REDUCER,none
148937,15A07R56WP,DODGE 15A07R56WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148936,15A15LR56,DODGE 15A15LR56 15A15LR56 TIGEAR-2 REDUCER,none
148935,13A15R56WP,DODGE 13A15R56WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148934,13A05L56WP,DODGE 13A05L56WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148933,13S10LWP,DODGE 13S10LWP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148932,13S40LR,DODGE 13S40LR 13S40LR TIGEAR-2 REDUCER,none
148931,13S15L,DODGE 13S15L 13S15L TIGEAR-2 REDUCER,none
148930,13S60LRWP,DODGE 13S60LRWP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148929,20VMOUNT,DODGE 20VMOUNT TIGEAR-2 VERTICAL MOUNT SIZE-20,none
148928,30TIEROD,DODGE 30TIEROD TIGEAR-2 TIE ROD ASSY SIZE-30,none
148927,23STBUSH103,DODGE 23STBUSH103 TIGEAR-2 STAINLESS BUSH. 1-3/16,none
148926,15PLUGIN,DODGE 15PLUGIN TIGEAR-2 PLUG-IN SHAFT SIZE-15,none
148925,15ZBRACKET,DODGE 15ZBRACKET TIGEAR-2 E-Z KLEEN O/P BRACKET,none
148924,17BRACKETWP,DODGE 17BRACKETWP TIGEAR-2 OUTPUT BRACKET-WHITE,none
148923,20RISER,DODGE 20RISER TIGEAR-2 RISER BLOCK SIZE-20,none
148922,17SBASE,DODGE 17SBASE TIGEAR-2 STAINLESS BASE,none
148921,17ZRISER,DODGE 17ZRISER TIGEAR-2 E-Z KLEEN RISER BLOCK,none
148920,26DOWN30,DODGE 26DOWN30 TIGEAR-2 DOWNSIZE BASE 26 TO 30,none
148919,35BASE,DODGE 35BASE TIGEAR-2 BOLT-ON BASE SIZE-35,none
148918,47Q15H21WP,Dodge 47Q15H21WP CENTER DISTANCE: 4.7 RATIO: 15:1 OUTPUT RPM: 116.67,none
148917,40Q40H18,Dodge 40Q40H18 CENTER DISTANCE: 4 RATIO: 40:1 OUTPUT RPM: 43.75,none
148916,40Q50H18WP,Dodge 40Q50H18WP CENTER DISTANCE: 4 RATIO: 50:1 OUTPUT RPM: 35,none
148915,35Q20H18WP,Dodge 35Q20H18WP CENTER DISTANCE: 3.5 RATIO: 20:1 OUTPUT RPM: 87.5,none
148914,35Q30H14WP,Dodge 35Q30H14WP CENTER DISTANCE: 3.5 RATIO: 30:1 OUTPUT RPM: 58.33,none
148913,30Q60H56WP,Dodge 30Q60H56WP CENTER DISTANCE: 3 RATIO: 60:1 OUTPUT RPM: 29.17,none
148912,30Q30H56WP,Dodge 30Q30H56WP CENTER DISTANCE: 3 RATIO: 30:1 OUTPUT RPM: 58.33,none
148911,30Q15H14WP,Dodge 30Q15H14WP CENTER DISTANCE: 3 RATIO: 15:1 OUTPUT RPM: 116.67,none
148910,26Q50H56,Dodge 26Q50H56 CENTER DISTANCE: 2.6 RATIO: 50:1 OUTPUT RPM: 35,none
148909,26Q30H56WP,Dodge 26Q30H56WP CENTER DISTANCE: 2.6 RATIO: 30:1 OUTPUT RPM: 58.33,none
148908,26Q05H14,Dodge 26Q05H14 CENTER DISTANCE: 2.6 RATIO: 5:1 OUTPUT RPM: 350,none
148907,23Q10H14WP,Dodge 23Q10H14WP CENTER DISTANCE: 2.3 RATIO: 10:1 OUTPUT RPM: 175,none
148906,20Q07H14,Dodge 20Q07H14 CENTER DISTANCE: 2 RATIO: 7:1 OUTPUT RPM: 250,none
148905,17Q20H56,Dodge 17Q20H56 CENTER DISTANCE: 1.7 RATIO: 20:1 OUTPUT RPM: 87.5,none
148904,17Q20H14WP,Dodge 17Q20H14WP CENTER DISTANCE: 1.7 RATIO: 20:1 OUTPUT RPM: 87.5,none
148903,15Q10H56WP,Dodge 15Q10H56WP CENTER DISTANCE: 1.5 RATIO: 10:1 OUTPUT RPM: 175,none
148902,13Q30H56WP,Dodge 13Q30H56WP CENTER DISTANCE: 1.3 RATIO: 30:1 OUTPUT RPM: 58.33,none
148901,13Q10H56,Dodge 13Q10H56 CENTER DISTANCE: 1.3 RATIO: 10:1 OUTPUT RPM: 175,none
148900,47Q25R18WP,Dodge 47Q25R18WP CENTER DISTANCE: 4.7 RATIO: 25:1 OUTPUT RPM: 70,none
148899,47Q60LR18WP,Dodge 47Q60LR18WP CENTER DISTANCE: 4.7 RATIO: 60:1 OUTPUT RPM: 29.17,none
148898,47Q30LR18WP,Dodge 47Q30LR18WP CENTER DISTANCE: 4.7 RATIO: 30:1 OUTPUT RPM: 58.33,none
148897,47Q10L25,Dodge 47Q10L25 CENTER DISTANCE: 4.7 RATIO: 10:1 OUTPUT RPM: 175,none
148896,47Q20LR21,Dodge 47Q20LR21 CENTER DISTANCE: 4.7 RATIO: 20:1 OUTPUT RPM: 87.5,none
148895,40Q20LR18,Dodge 40Q20LR18 CENTER DISTANCE: 4 RATIO: 20:1 OUTPUT RPM: 87.5,none
148894,40Q15R21WP,Dodge 40Q15R21WP CENTER DISTANCE: 4 RATIO: 15:1 OUTPUT RPM: 116.67,none
148893,40Q07R25WP,Dodge 40Q07R25WP CENTER DISTANCE: 4 RATIO: 7:1 OUTPUT RPM: 250,none
148892,40Q50R18,Dodge 40Q50R18 CENTER DISTANCE: 4 RATIO: 50:1 OUTPUT RPM: 35,none
148891,35Q25R14WP,Dodge 35Q25R14WP CENTER DISTANCE: 3.5 RATIO: 25:1 OUTPUT RPM: 70,none
148890,35Q10R21WP,Dodge 35Q10R21WP CENTER DISTANCE: 3.5 RATIO: 10:1 OUTPUT RPM: 175,none
148889,35Q50L14WP,Dodge 35Q50L14WP CENTER DISTANCE: 3.5 RATIO: 50:1 OUTPUT RPM: 35,none
148888,35Q30R14WP,Dodge 35Q30R14WP CENTER DISTANCE: 3.5 RATIO: 30:1 OUTPUT RPM: 58.33,none
148887,35Q10LR18,Dodge 35Q10LR18 CENTER DISTANCE: 3.5 RATIO: 10:1 OUTPUT RPM: 175,none
148886,35Q07L14,Dodge 35Q07L14 CENTER DISTANCE: 3.5 RATIO: 7:1 OUTPUT RPM: 250,none
148885,35Q40R56,Dodge 35Q40R56 CENTER DISTANCE: 3.5 RATIO: 40:1 OUTPUT RPM: 43.75,none
148884,35Q30LR18,Dodge 35Q30LR18 CENTER DISTANCE: 3.5 RATIO: 30:1 OUTPUT RPM: 58.33,none
148883,30Q15R18,Dodge 30Q15R18 CENTER DISTANCE: 3 RATIO: 15:1 OUTPUT RPM: 116.67,none
148882,30Q07LR18,Dodge 30Q07LR18 CENTER DISTANCE: 3 RATIO: 7:1 OUTPUT RPM: 250,none
148881,30Q50LR14WP,Dodge 30Q50LR14WP CENTER DISTANCE: 3 RATIO: 50:1 OUTPUT RPM: 35,none
148880,30Q30LR14WP,Dodge 30Q30LR14WP CENTER DISTANCE: 3 RATIO: 30:1 OUTPUT RPM: 58.33,none
148879,30Q60R56WP,Dodge 30Q60R56WP CENTER DISTANCE: 3 RATIO: 60:1 OUTPUT RPM: 29.17,none
148878,30Q50LR14,Dodge 30Q50LR14 CENTER DISTANCE: 3 RATIO: 50:1 OUTPUT RPM: 35,none
148877,30Q30LR14,Dodge 30Q30LR14 CENTER DISTANCE: 3 RATIO: 30:1 OUTPUT RPM: 58.33,none
148876,30Q20R18,Dodge 30Q20R18 CENTER DISTANCE: 3 RATIO: 20:1 OUTPUT RPM: 87.5,none
148875,26Q30LR14,Dodge 26Q30LR14 CENTER DISTANCE: 2.6 RATIO: 30:1 OUTPUT RPM: 58.33,none
148874,26Q25R56,Dodge 26Q25R56 CENTER DISTANCE: 2.6 RATIO: 25:1 OUTPUT RPM: 70,none
148873,26Q15R56WP,Dodge 26Q15R56WP CENTER DISTANCE: 2.6 RATIO: 15:1 OUTPUT RPM: 116.67,none
148872,26Q50LR56WP,Dodge 26Q50LR56WP CENTER DISTANCE: 2.6 RATIO: 50:1 OUTPUT RPM: 35,none
148871,26Q07R14WP,Dodge 26Q07R14WP CENTER DISTANCE: 2.6 RATIO: 7:1 OUTPUT RPM: 250,none
148870,26A15R56WP,DODGE 26A15R56WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148869,26Q15R56,Dodge 26Q15R56 CENTER DISTANCE: 2.6 RATIO: 15:1 OUTPUT RPM: 116.67,none
148868,26Q10LR18,Dodge 26Q10LR18 CENTER DISTANCE: 2.6 RATIO: 10:1 OUTPUT RPM: 175,none
148867,26Q05L18,Dodge 26Q05L18 CENTER DISTANCE: 2.6 RATIO: 5:1 OUTPUT RPM: 350,none
148866,23Q07R14,Dodge 23Q07R14 CENTER DISTANCE: 2.3 RATIO: 7:1 OUTPUT RPM: 250,none
148865,23Q05L56,Dodge 23Q05L56 CENTER DISTANCE: 2.3 RATIO: 5:1 OUTPUT RPM: 350,none
148864,23Q50L56WP,Dodge 23Q50L56WP CENTER DISTANCE: 2.3 RATIO: 50:1 OUTPUT RPM: 35,none
148863,23Q25R56WP,Dodge 23Q25R56WP CENTER DISTANCE: 2.3 RATIO: 25:1 OUTPUT RPM: 70,none
148862,23Q15LR14WP,Dodge 23Q15LR14WP CENTER DISTANCE: 2.3 RATIO: 15:1 OUTPUT RPM: 116.67,none
148861,23Q25R14,Dodge 23Q25R14 CENTER DISTANCE: 2.3 RATIO: 25:1 OUTPUT RPM: 70,none
148860,23Q15LR56,Dodge 23Q15LR56 CENTER DISTANCE: 2.3 RATIO: 15:1 OUTPUT RPM: 116.67,none
148859,202Q05R14WP,DODGE 202Q05R14WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148858,20Q10L56WP,Dodge 20Q10L56WP CENTER DISTANCE: 2 RATIO: 10:1 OUTPUT RPM: 175,none
148857,20Q05L56WP,Dodge 20Q05L56WP CENTER DISTANCE: 2 RATIO: 5:1 OUTPUT RPM: 350,none
148856,20Q10R56WP,Dodge 20Q10R56WP CENTER DISTANCE: 2 RATIO: 10:1 OUTPUT RPM: 175,none
148855,202Q20R14WP,DODGE 202Q20R14WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148854,20Q30LR56,Dodge 20Q30LR56 CENTER DISTANCE: 2 RATIO: 30:1 OUTPUT RPM: 58.33,none
148853,20Q07L14,Dodge 20Q07L14 CENTER DISTANCE: 2 RATIO: 7:1 OUTPUT RPM: 250,none
148852,202Q40L56,DODGE 202Q40L56 202Q40L56 TIGEAR-2 REDUCER,none
148851,17Q60LR56,Dodge 17Q60LR56 CENTER DISTANCE: 1.7 RATIO: 60:1 OUTPUT RPM: 29.17,none
148850,17Q07LR14,Dodge 17Q07LR14 CENTER DISTANCE: 1.7 RATIO: 7:1 OUTPUT RPM: 250,none
148849,17Q15L14,Dodge 17Q15L14 CENTER DISTANCE: 1.7 RATIO: 15:1 OUTPUT RPM: 116.67,none
148848,176Q25L56,DODGE 176Q25L56 176Q25L56 TIGEAR-2 REDUCER,none
148847,176Q07R56,DODGE 176Q07R56 176Q07R56 TIGEAR-2 REDUCER,none
148846,17Q07LR56WP,Dodge 17Q07LR56WP CENTER DISTANCE: 1.7 RATIO: 7:1 OUTPUT RPM: 250,none
148845,17Q60L56WP,Dodge 17Q60L56WP CENTER DISTANCE: 1.7 RATIO: 60:1 OUTPUT RPM: 29.17,none
148844,176Q10R14WP,DODGE 176Q10R14WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148843,176Q60L56WP,DODGE 176Q60L56WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
148842,15Q05R56WP,Dodge 15Q05R56WP CENTER DISTANCE: 1.5 RATIO: 5:1 OUTPUT RPM: 350,none
148841,15Q15LR56,Dodge 15Q15LR56 CENTER DISTANCE: 1.5 RATIO: 15:1 OUTPUT RPM: 116.67,none
148840,13Q40LR56WP,Dodge 13Q40LR56WP CENTER DISTANCE: 1.3 RATIO: 40:1 OUTPUT RPM: 43.75,none
148839,13Q10R56,Dodge 13Q10R56 CENTER DISTANCE: 1.3 RATIO: 10:1 OUTPUT RPM: 175,none
148511,247474,247474 SCXT7D STD MTR MT BELT GRD ASSY,none
148510,249397,249397 TXT9S STD MTR MT BELT GUARD ASSY,none
148509,246368,246368 TXT6S STD MTR MT BELT GUARD ASSY,none
148507,247444,247444 TXT7D XT DUTY OUTPUT SEAL,none
148506,246543,246543 TXT6D7D705 XT DUTY INPUT SEAL,none
148505,246605,246605 TXT2 SS OPN AUX COVER ASSY,none
148504,272446,272446 TXT/TDT2 TACONITE AUX SEAL KIT,none
148503,272724,272724 SCXT4 TACONITE AUX SEAL KIT,none
148502,252146,252146 SCXT205 TACONITE AUX SEAL KIT,none
148497,259019,259019 TXT905TTV HARSH DUTY TPR BU RED,none
148494,245154,245154 TXT5TXT5ATXT5B DBL BKSTP ASSY,none
148493,TXT1024TTV,Dodge TXT1024TTV TAPER BUSH REDUCER,none
148458,247480,247480 SCXT709 SCREW CONVEYOR REDUCER,none
148451,247304,247304 TXT715TTV HARSH DUTY TPR BU RED,none
148450,247433,247433 TXT715T FLANGE MOUNT REDUCER,none
148449,247434,247434 TXT715S FLANGE MOUNT REDUCER,none
148448,247303,247303 TXT709TTV HARSH DUTY TPR BU RED,none
148447,247327,247327 TXT709SSV STRAIGHT BORE REDUCER,none
148445,247432,247432 TXT705S FLANGE MOUNT REDUCER,none
148444,247305,247305 TXT725TTV HARSH DUTY TPR BU RED,none
148443,247435,247435 TXT725T FLANGE MOUNT REDUCER,none
148442,246305,246305 TXT625TTV HARSH DUTY TPR BU RED,none
148441,246432,246432 TXT625T FLANGE MOUNT REDUCER,none
148440,246304,246304 TXT615TTV HARSH DUTY TPR BU RED,none
148439,246430,246430 TXT615T FLANGE MOUNT REDUCER,none
148438,246431,246431 TXT615S FLANGE MOUNT REDUCER,none
148437,246149,246149 TXT609TTV TAPER BUSHED REDUCER,none
148436,246327,246327 TXT609SSV STRAIGHT BORE REDUCER,none
148435,246428,246428 TXT605T FLANGE MOUNT REDUCER,none
148434,245305,245305 TXT509BTTV HRSH DUTY TPR BU RED,none
148433,245562,245562 TXT509BSBSV STRAIGHT BORE REDR,none
148432,245341,245341 TXT505AT FLANGE MOUNT REDUCER,none
148431,245342,245342 TXT505AS FLANGE MOUNT REDUCER,none
148430,245307,245307 TXT525BTTV HRSH DUTY TPR BU RED,none
148429,245345,245345 TXT525BT FLANGE MOUNT REDUCER,none
148428,245346,245346 TXT525BS FLANGE MOUNT REDUCER,none
148427,245306,245306 TXT515BTTV HRSH DUTY TPR BU RED,none
148426,245343,245343 TXT515BT FLANGE MOUNT REDUCER,none
148425,245252,245252 TXT515BT ABHS REDUCER,none
148424,243625,243625 TXT325AS FLANGE MOUNT REDUCER,none
148423,244385,244385 TXT425AT FLANGE MOUNT REDUCER,none
148422,244386,244386 TXT425AS FLANGE MOUNT REDUCER,none
148421,244383,244383 TXT415AT FLANGE MOUNT REDUCER,none
148420,244252,244252 TXT415AT ABHS REDUCER,none
148419,244384,244384 TXT415AS FLANGE MOUNT REDUCER,none
148418,244537,244537 TXT409ASASV STRAIGHT BORE REDR,none
148417,243252,243252 TXT315AT ABHS REDUCER,none
148416,243623,243623 TXT315AS FLANGE MOUNT REDUCER,none
148415,243512,243512 TXT309ASASV STRAIGHT BORE REDR,none
148414,243620,243620 TXT305AT FLANGE MOUNT REDUCER,none
148413,243621,243621 TXT305AS FLANGE MOUNT REDUCER,none
148412,244381,244381 TXT405AT FLANGE MOUNT REDUCER,none
148411,254199,254199 TXT405AT ABHS REDUCER,none
148410,242418,242418 TXT215S FLANGE MOUNT REDUCER,none
148409,242327,242327 TXT209SSV STRAIGHT BORE REDUCER,none
148408,242415,242415 TXT205T FLANGE MOUNT REDUCER,none
148407,242416,242416 TXT205S FLANGE MOUNT REDUCER,none
148406,242417,242417 TXT215T FLANGE MOUNT REDUCER,none
148384,245576,245576 SCXT525B SCREW CONVEYOR REDUCER,none
148383,245575,245575 SCXT515B SCREW CONVEYOR REDUCER,none
148382,244549,244549 SCXT409A SCREW CONVEYOR REDUCER,none
148381,254208,254208 SCXT405A SCREW CONVEYOR REDUCER,none
148380,243526,243526 SCXT325B SCREW CONVEYOR REDUCER,none
148379,243524,243524 SCXT309A SCREW CONVEYOR REDUCER,none
148378,253159,253159 SCXT305A SCREW CONVEYOR REDUCER,none
148376,352065,352065 SCXT215 SCREW CONVEYOR REDUCER,none
148375,242480,242480 SCXT209 SCREW CONVEYOR REDUCER,none
148374,247160,247160 TXT715ATATV TAPER BUSH REDUCER,none
148373,247168,247168 TXT715SSV STRAIGHT BORE REDUCER,none
148372,247285,247285 TXT705TTV TAPER BUSHED REDUCER,none
148371,247161,"Dodge 247161 TXT725AT , ATV TAPER BUSH REDUCER",none
148370,246382,246382 TXT605SSV STRAIGHT BORE REDUCER,none
148369,246159,246159 TXT625SSV STRAIGHT BORE REDUCER,none
148368,246150,246150 TXT615TTV TAPER BUSHED REDUCER,none
148367,246158,246158 TXT615SSV STRAIGHT BORE REDUCER,none
148366,255200,255200 TXT505ATATV TAPER BUSH REDUCER,none
148365,255204,255204 TXT505ASASV STRAIGHT BORE REDUCER,none
148364,245552,"Dodge 245552 TXT525CT,CTV TAPER BUSH REDUCER",none
148363,245551,245551 TXT515BTBTV TAPER BUSH REDUCER,none
148362,245563,245563 TXT515BSBSV STRAIGHT BORE REDR,none
148361,243502,243502 TXT325ATATV TAPER BUSH REDUCER,none
148360,243251,243251 TXT325AT ABHS REDUCER,none
148359,244527,244527 TXT425ATATV TAPER BUSH REDUCER,none
148358,244539,244539 TXT425BSBSV STRAIGHT BORE REDR,none
148357,244526,244526 TXT415ATATV TAPER BUSH REDUCER,none
148356,244538,244538 TXT415ASASV STRAIGHT BORE REDR,none
148355,254200,254200 TXT405ATATV TAPER BUSH REDUCER,none
148354,243513,243513 TXT315BSASV STRAIGHT BORE REDR,none
148353,253151,253151 TXT305ATATV TAPER BUSH REDUCER,none
148352,254204,254204 TXT405ASASV STRAIGHT BORE REDR,none
148351,242090,242090 TXT215SSV STRAIGHT BORE REDUCER,none
148350,902197,902197 TXT215 ABHS REDR W/ TA ASSY,none
148349,242079,242079 TXT209TTV TAPER BUSHED REDUCER,none
148348,902198,902198 TXT209 ABHS REDR W/ TA ASSY,none
148347,242249,242249 TXT205TTV TAPER BUSH REDUCER,none
148346,242253,242253 TXT205SSV STRAIGHT BORE REDUCER,none
148345,242091,242091 TXT225SSV STRAIGHT BORE REDUCER,none
148344,902196,902196 TXT225 ABHS REDR W/ TA ASSY,none
148343,242082,242082 TXT215TTV TAPER BUSHED REDUCER,none
148342,904112,DODGE 904112 TA4-TA12 VERTICAL BREATHER KIT,none
148341,MTA3203H88T,DODGE 903174 MTA3203H88T 210TC TORQUEARM RED,none
148340,MTA3203H88T,DODGE 903164 MTA3203H88T 180TC TORQUEARM RED,none
148339,MTA3203H68T,DODGE 903175 MTA3203H68T 210TC TORQUEARM RED,none
148338,MTA3203H63T,DODGE 903176 MTA3203H63T 210TC TORQUEARM RED,none
148337,MTA3203H62T,DODGE 903187 MTA3203H62T 20.0G TORQUEARM SP6,none
148336,MTA3203H62T,DODGE 903157 MTA3203H62T 20.0G TORQUEARM MD6,none
148335,MTA3203H62T,DODGE 903166 MTA3203H62T 180TC TORQUEARM RED,none
